InvoiceNo,InvoiceDate,CustomerID,Country,StockCode,Description,Quantity,UnitPrice
INV-0061-004,2025-10-16,C0061,USA,SKU-337,Coffee Beans 500g,2,24.93
INV-0061-005,2025-07-17,C0061,USA,SKU-118,LED Bulb,2,50.12
INV-0061-006,2025-07-03,C0061,USA,SKU-826,Wireless Mouse,1,103.68
INV-0061-007,2025-08-04,C0061,India,SKU-339,Cotton T-Shirt,1,135.37
INV-0061-008,2025-03-07,C0061,India,SKU-996,Water Bottle,4,13.57
INV-0061-009,2025-06-22,C0061,India,SKU-783,Water Bottle,1,120.68
INV-0061-010,2025-07-22,C0061,India,SKU-605,Desk Organizer,4,22.64
INV-0061-011,2025-09-24,C0061,United Kingdom,SKU-286,Backpack,5,28.21
INV-0062-001,2025-09-13,C0062,India,SKU-358,Cotton T-Shirt,5,22.71
INV-0062-002,2025-04-13,C0062,United Kingdom,SKU-581,Backpack,4,50.14
INV-0062-003,2025-02-26,C0062,India,SKU-706,Wireless Mouse,1,268.72
INV-0062-004,2025-06-27,C0062,Germany,SKU-230,Water Bottle,5,53.35
INV-0062-005,2025-09-26,C0062,India,SKU-121,Coffee Beans 500g,2,65.37
INV-0062-006,2025-10-23,C0062,India,SKU-915,Yoga Mat,5,36.63
INV-0062-007,2025-09-14,C0062,Germany,SKU-383,Desk Organizer,4,37.58
INV-0062-008,2025-11-03,C0062,United Kingdom,SKU-635,Phone Case,4,19.3
INV-0062-009,2025-08-25,C0062,India,SKU-680,Wireless Mouse,4,19.89
INV-0062-010,2025-01-18,C0062,India,SKU-563,Yoga Mat,5,31.78
INV-0063-001,2025-03-27,C0063,India,SKU-153,Notebook Pack,5,12.86
INV-0063-002,2025-04-24,C0063,Germany,SKU-467,Coffee Beans 500g,1,57.9
INV-0063-003,2025-01-01,C0063,USA,SKU-275,Wireless Mouse,4,7.03
INV-0063-004,2025-01-23,C0063,India,SKU-262,Backpack,4,10.65
INV-0063-005,2025-06-03,C0063,India,SKU-805,Phone Case,3,13.9
INV-0064-001,2025-03-30,C0064,India,SKU-896,LED Bulb,2,102.36
INV-0064-002,2025-05-22,C0064,United Kingdom,SKU-714,Wireless Mouse,5,36.46
INV-0064-003,2025-10-02,C0064,United Kingdom,SKU-138,Desk Organizer,3,58.11
INV-0064-004,2025-04-16,C0064,USA,SKU-465,Water Bottle,5,28.63
INV-0064-005,2025-10-04,C0064,USA,SKU-877,Yoga Mat,4,19.37
INV-0064-006,2025-05-26,C0064,India,SKU-419,LED Bulb,4,28.25
INV-0065-001,2025-02-14,C0065,Germany,SKU-223,Coffee Beans 500g,2,30.43
INV-0066-001,2025-02-14,C0066,USA,SKU-420,Coffee Beans 500g,3,52.55
INV-0066-002,2025-07-01,C0066,Germany,SKU-944,Phone Case,5,28.0
INV-0066-003,2025-01-17,C0066,India,SKU-369,LED Bulb,4,21.27
INV-0066-004,2025-05-02,C0066,India,SKU-353,Cotton T-Shirt,3,29.83
INV-0066-005,2025-10-15,C0066,India,SKU-843,Yoga Mat,5,27.6
INV-0066-006,2025-08-26,C0066,United Kingdom,SKU-442,Wireless Mouse,5,20.22
INV-0066-007,2025-03-05,C0066,USA,SKU-869,Phone Case,5,11.87
INV-0067-001,2025-04-19,C0067,India,SKU-295,Water Bottle,5,8.03
INV-0068-001,2025-09-17,C0068,United Kingdom,SKU-763,Cotton T-Shirt,2,63.42
INV-0068-002,2025-05-30,C0068,USA,SKU-207,Desk Organizer,3,33.36
INV-0068-003,2025-03-07,C0068,India,SKU-393,Backpack,2,69.57
INV-0068-004,2025-08-13,C0068,India,SKU-659,Water Bottle,2,44.56
INV-0068-005,2025-05-23,C0068,USA,SKU-913,Cotton T-Shirt,3,42.47
INV-0068-006,2025-06-01,C0068,United Kingdom,SKU-628,Water Bottle,1,130.85
INV-0068-007,2025-12-16,C0068,India,SKU-782,Yoga Mat,4,28.86
INV-0068-008,2025-04-25,C0068,Germany,SKU-298,Coffee Beans 500g,5,21.83
INV-0068-009,2025-07-31,C0068,India,SKU-777,LED Bulb,5,18.07
INV-0068-010,2025-09-03,C0068,United Kingdom,SKU-689,Cotton T-Shirt,4,34.65
INV-0068-011,2025-08-29,C0068,United Kingdom,SKU-454,Desk Organizer,5,13.57
INV-0069-001,2025-11-21,C0069,Germany,SKU-522,Cotton T-Shirt,5,43.57
INV-0069-002,2025-09-30,C0069,Germany,SKU-369,Wireless Mouse,1,91.73
INV-0069-003,2025-11-19,C0069,United Kingdom,SKU-275,Wireless Mouse,4,54.93
INV-0069-004,2025-07-21,C0069,India,SKU-956,Desk Organizer,1,177.54
INV-0069-005,2025-10-22,C0069,Germany,SKU-527,LED Bulb,1,209.63
INV-0069-006,2025-06-14,C0069,India,SKU-816,Backpack,3,41.24
INV-0069-007,2025-06-28,C0069,USA,SKU-408,Backpack,3,25.04
INV-0069-008,2025-06-29,C0069,Germany,SKU-910,Cotton T-Shirt,2,86.84
INV-0069-009,2025-04-19,C0069,United Kingdom,SKU-638,Cotton T-Shirt,5,28.31
INV-0069-010,2025-10-10,C0069,India,SKU-810,Desk Organizer,2,75.68
INV-0069-011,2025-08-30,C0069,India,SKU-973,Yoga Mat,1,189.82
INV-0069-012,2025-10-20,C0069,India,SKU-645,Cotton T-Shirt,1,192.81
INV-0069-013,2025-06-10,C0069,India,SKU-484,Yoga Mat,2,94.74
INV-0070-001,2025-06-09,C0070,India,SKU-414,Desk Organizer,1,123.89
INV-0070-002,2025-05-28,C0070,India,SKU-956,Coffee Beans 500g,4,34.53
INV-0070-003,2025-02-23,C0070,United Kingdom,SKU-991,Desk Organizer,2,44.36
INV-0070-004,2025-01-04,C0070,United Kingdom,SKU-333,Desk Organizer,5,25.15
INV-0070-005,2025-03-14,C0070,India,SKU-249,Coffee Beans 500g,3,27.59
INV-0070-006,2025-10-23,C0070,India,SKU-245,Coffee Beans 500g,5,28.34
INV-0071-001,2025-08-01,C0071,India,SKU-642,Yoga Mat,5,4.47
INV-0071-002,2025-02-12,C0071,United Kingdom,SKU-375,Wireless Mouse,5,4.03
INV-0071-003,2024-12-27,C0071,India,SKU-760,Phone Case,3,7.45
INV-0071-004,2025-03-08,C0071,USA,SKU-154,Water Bottle,3,6.91
INV-0071-005,2025-02-12,C0071,India,SKU-312,Phone Case,4,6.77
INV-0072-001,2025-07-19,C0072,Germany,SKU-843,Yoga Mat,2,47.61
INV-0072-002,2025-11-02,C0072,India,SKU-126,Wireless Mouse,5,11.67
INV-0072-003,2025-09-07,C0072,India,SKU-535,Cotton T-Shirt,3,17.04
INV-0072-004,2025-04-29,C0072,India,SKU-588,Cotton T-Shirt,4,36.46
INV-0072-005,2025-05-15,C0072,India,SKU-501,Coffee Beans 500g,2,55.04
INV-0072-006,2025-10-06,C0072,India,SKU-531,LED Bulb,1,89.71
INV-0072-007,2025-03-18,C0072,India,SKU-501,Water Bottle,5,29.52
INV-0072-008,2025-05-03,C0072,India,SKU-824,Phone Case,3,22.71
INV-0073-001,2025-01-09,C0073,United Kingdom,SKU-110,Wireless Mouse,4,4.73
INV-0073-002,2025-02-02,C0073,India,SKU-331,Cotton T-Shirt,3,12.73
INV-0073-003,2025-06-05,C0073,India,SKU-260,Phone Case,5,4.38
INV-0073-004,2025-04-20,C0073,Germany,SKU-692,Coffee Beans 500g,4,6.21
INV-0073-005,2025-04-20,C0073,India,SKU-203,Cotton T-Shirt,3,5.08
INV-0073-006,2025-09-08,C0073,USA,SKU-612,Water Bottle,2,17.19
INV-0074-001,2025-11-16,C0074,United Kingdom,SKU-982,Desk Organizer,2,19.91
INV-0075-001,2025-01-25,C0075,Germany,SKU-829,Coffee Beans 500g,5,2.87
INV-0075-002,2025-04-06,C0075,India,SKU-562,Water Bottle,1,18.55
INV-0076-001,2024-10-10,C0076,India,SKU-728,LED Bulb,1,154.45
INV-0076-002,2025-03-07,C0076,India,SKU-473,Water Bottle,3,63.85
INV-0076-003,2025-02-08,C0076,United Kingdom,SKU-595,Cotton T-Shirt,1,170.94
INV-0076-004,2024-12-12,C0076,India,SKU-905,Wireless Mouse,1,172.83
INV-0077-001,2025-07-27,C0077,Germany,SKU-863,Water Bottle,1,40.37
INV-0077-002,2025-02-22,C0077,USA,SKU-401,Yoga Mat,2,17.09
INV-0078-001,2025-05-15,C0078,United Kingdom,SKU-864,Water Bottle,2,125.3
INV-0078-002,2025-05-26,C0078,India,SKU-536,Coffee Beans 500g,2,74.75
INV-0078-003,2025-07-12,C0078,India,SKU-312,Water Bottle,3,57.39
INV-0078-004,2025-02-01,C0078,India,SKU-865,Phone Case,1,248.45
INV-0078-005,2025-08-12,C0078,India,SKU-350,Cotton T-Shirt,5,32.15
INV-0078-006,2025-10-18,C0078,India,SKU-974,Coffee Beans 500g,4,59.6
INV-0078-007,2025-02-18,C0078,India,SKU-500,Yoga Mat,5,40.05
INV-0078-008,2025-02-06,C0078,India,SKU-748,Coffee Beans 500g,2,109.31
INV-0079-001,2025-07-22,C0079,India,SKU-244,Notebook Pack,2,38.4
INV-0079-002,2025-01-30,C0079,India,SKU-322,Phone Case,4,47.52
INV-0079-003,2025-10-01,C0079,United Kingdom,SKU-597,Desk Organizer,3,37.59
INV-0079-004,2025-10-27,C0079,USA,SKU-110,LED Bulb,4,49.09
INV-0079-005,2025-10-28,C0079,India,SKU-109,Wireless Mouse,5,32.08
INV-0079-006,2025-09-03,C0079,United Kingdom,SKU-695,Wireless Mouse,3,71.79
INV-0079-007,2025-08-26,C0079,India,SKU-704,LED Bulb,2,73.69
INV-0079-008,2025-08-04,C0079,India,SKU-443,Backpack,1,133.82
INV-0079-009,2025-10-04,C0079,India,SKU-142,Backpack,5,27.22
INV-0079-010,2025-08-01,C0079,United Kingdom,SKU-418,Yoga Mat,5,39.72
INV-0079-011,2025-02-25,C0079,United Kingdom,SKU-852,LED Bulb,4,55.67
INV-0079-012,2025-06-16,C0079,India,SKU-343,Backpack,5,48.49
INV-0079-013,2025-07-17,C0079,India,SKU-748,Cotton T-Shirt,2,55.42
INV-0080-001,2025-10-19,C0080,India,SKU-732,Cotton T-Shirt,5,11.17
INV-0080-002,2025-07-11,C0080,India,SKU-616,Notebook Pack,3,56.03
INV-0080-003,2025-06-23,C0080,India,SKU-905,Phone Case,5,21.93
INV-0080-004,2025-05-06,C0080,United Kingdom,SKU-190,Water Bottle,4,22.06
INV-0080-005,2024-12-30,C0080,Germany,SKU-215,Wireless Mouse,1,137.39
INV-0080-006,2025-07-19,C0080,United Kingdom,SKU-565,Phone Case,1,120.34
INV-0081-001,2025-02-16,C0081,India,SKU-935,LED Bulb,1,25.73
INV-0081-002,2025-02-08,C0081,India,SKU-842,Water Bottle,5,1.72
INV-0081-003,2025-06-27,C0081,United Kingdom,SKU-402,Yoga Mat,2,8.41
INV-0081-004,2025-01-18,C0081,USA,SKU-230,Wireless Mouse,1,26.88
INV-0082-001,2025-08-19,C0082,United Kingdom,SKU-670,Cotton T-Shirt,3,64.66
INV-0082-002,2025-06-05,C0082,Germany,SKU-729,Coffee Beans 500g,2,185.85
INV-0082-003,2025-05-30,C0082,India,SKU-558,Wireless Mouse,4,34.99
INV-0082-004,2025-10-23,C0082,USA,SKU-254,Wireless Mouse,5,52.92
INV-0082-005,2025-09-29,C0082,United Kingdom,SKU-969,Backpack,4,74.63
INV-0082-006,2025-02-28,C0082,India,SKU-263,Yoga Mat,5,81.98
INV-0082-007,2025-09-15,C0082,India,SKU-304,Phone Case,5,47.86
INV-0082-008,2025-06-07,C0082,India,SKU-621,Coffee Beans 500g,4,51.16
INV-0082-009,2025-06-01,C0082,Germany,SKU-507,Desk Organizer,4,33.05
INV-0082-010,2025-02-24,C0082,India,SKU-998,Yoga Mat,1,372.02
INV-0082-011,2025-02-16,C0082,India,SKU-136,Phone Case,5,58.95
INV-0082-012,2025-06-08,C0082,USA,SKU-938,Coffee Beans 500g,3,81.35
INV-0082-013,2025-05-21,C0082,United Kingdom,SKU-926,Wireless Mouse,5,54.29
INV-0082-014,2025-03-27,C0082,United Kingdom,SKU-250,Backpack,2,135.91
INV-0082-015,2025-03-23,C0082,India,SKU-513,Backpack,1,447.31
INV-0082-016,2025-06-19,C0082,USA,SKU-186,Notebook Pack,1,296.6
INV-0082-017,2025-11-02,C0082,India,SKU-518,Wireless Mouse,5,88.6
INV-0082-018,2025-03-14,C0082,United Kingdom,SKU-153,Cotton T-Shirt,1,128.84
INV-0082-019,2025-10-10,C0082,USA,SKU-832,Coffee Beans 500g,3,61.13
INV-0083-001,2025-05-31,C0083,United Kingdom,SKU-191,Cotton T-Shirt,4,6.64
INV-0084-001,2025-09-12,C0084,United Kingdom,SKU-692,Yoga Mat,2,45.61
INV-0084-002,2025-07-25,C0084,USA,SKU-210,Yoga Mat,1,225.83
INV-0084-003,2025-05-14,C0084,India,SKU-283,Desk Organizer,5,21.32
INV-0084-004,2025-01-24,C0084,Germany,SKU-489,Yoga Mat,3,96.56
INV-0084-005,2025-11-11,C0084,India,SKU-374,Phone Case,3,81.77
INV-0084-006,2025-05-14,C0084,USA,SKU-562,Backpack,1,282.77
INV-0084-007,2025-11-21,C0084,India,SKU-640,Backpack,3,37.21
INV-0084-008,2025-09-21,C0084,India,SKU-810,Water Bottle,1,184.92
INV-0084-009,2025-04-12,C0084,United Kingdom,SKU-932,Desk Organizer,2,93.69
INV-0084-010,2025-01-29,C0084,India,SKU-387,Coffee Beans 500g,3,33.99
INV-0084-011,2025-04-28,C0084,India,SKU-727,Cotton T-Shirt,5,29.64
INV-0084-012,2025-02-23,C0084,USA,SKU-228,Water Bottle,3,29.51
INV-0084-013,2025-04-01,C0084,India,SKU-316,Phone Case,3,104.31
INV-0084-014,2025-05-03,C0084,India,SKU-486,LED Bulb,1,192.19
INV-0084-015,2025-05-08,C0084,India,SKU-708,LED Bulb,5,67.72
INV-0084-016,2025-05-04,C0084,United Kingdom,SKU-632,LED Bulb,5,38.95
INV-0084-017,2025-11-20,C0084,India,SKU-840,Notebook Pack,1,253.55
INV-0084-018,2025-06-22,C0084,Germany,SKU-618,LED Bulb,5,22.04
INV-0084-019,2025-12-03,C0084,USA,SKU-959,Cotton T-Shirt,1,136.54
INV-0084-020,2025-08-08,C0084,Germany,SKU-620,Notebook Pack,1,233.82
INV-0084-021,2025-03-28,C0084,United Kingdom,SKU-366,Coffee Beans 500g,3,98.01
INV-0084-022,2025-01-26,C0084,India,SKU-649,Cotton T-Shirt,3,70.24
INV-0084-023,2025-06-13,C0084,USA,SKU-787,Phone Case,4,32.01
INV-0084-024,2025-03-13,C0084,USA,SKU-610,LED Bulb,1,341.24
INV-0085-001,2025-11-03,C0085,Germany,SKU-831,Phone Case,4,4.48
INV-0086-001,2025-03-12,C0086,United Kingdom,SKU-277,LED Bulb,1,49.49
INV-0086-002,2025-07-21,C0086,United Kingdom,SKU-452,Wireless Mouse,2,16.46
INV-0087-001,2024-12-13,C0087,India,SKU-472,LED Bulb,5,6.06
INV-0087-002,2025-03-21,C0087,Germany,SKU-132,Phone Case,3,14.79
INV-0087-003,2025-06-01,C0087,USA,SKU-362,Notebook Pack,5,8.85
INV-0087-004,2025-07-30,C0087,USA,SKU-463,Desk Organizer,2,29.1
INV-0087-005,2025-04-27,C0087,India,SKU-167,Coffee Beans 500g,3,8.94
INV-0088-001,2025-09-09,C0088,USA,SKU-317,Notebook Pack,4,8.34
INV-0088-002,2025-01-31,C0088,United Kingdom,SKU-331,Backpack,2,14.24
INV-0089-001,2025-09-01,C0089,India,SKU-806,Backpack,1,59.97
INV-0089-002,2025-02-08,C0089,India,SKU-744,Yoga Mat,2,46.63
INV-0090-001,2025-06-18,C0090,India,SKU-954,Wireless Mouse,3,32.35
INV-0090-002,2025-08-09,C0090,India,SKU-712,Notebook Pack,1,163.48
INV-0090-003,2025-11-12,C0090,United Kingdom,SKU-891,Backpack,1,58.39
INV-0090-004,2025-02-26,C0090,USA,SKU-843,LED Bulb,2,70.87
INV-0090-005,2025-07-24,C0090,India,SKU-194,Phone Case,5,13.66
INV-0090-006,2025-06-16,C0090,Germany,SKU-752,Cotton T-Shirt,3,30.89
INV-0090-007,2025-09-24,C0090,USA,SKU-846,Notebook Pack,5,19.86
INV-0090-008,2025-11-22,C0090,India,SKU-918,Water Bottle,3,44.73
INV-0090-009,2025-12-07,C0090,USA,SKU-877,Phone Case,3,15.39
INV-0090-010,2025-02-10,C0090,United Kingdom,SKU-741,Yoga Mat,4,21.57
INV-0090-011,2025-06-06,C0090,India,SKU-489,Phone Case,5,18.34
INV-0091-001,2025-06-14,C0091,India,SKU-319,Coffee Beans 500g,5,25.53
INV-0092-001,2025-05-17,C0092,Germany,SKU-234,Coffee Beans 500g,1,144.4
INV-0092-002,2025-09-17,C0092,India,SKU-401,Phone Case,3,63.78
INV-0092-003,2025-06-11,C0092,United Kingdom,SKU-443,Water Bottle,5,12.92
INV-0092-004,2025-03-04,C0092,United Kingdom,SKU-244,Notebook Pack,3,36.94
INV-0092-005,2025-04-17,C0092,Germany,SKU-191,Yoga Mat,2,55.56
INV-0092-006,2025-04-15,C0092,USA,SKU-100,Water Bottle,1,118.03
INV-0092-007,2025-01-05,C0092,India,SKU-547,Cotton T-Shirt,2,97.54
INV-0092-008,2025-08-14,C0092,India,SKU-270,Phone Case,5,32.81
INV-0092-009,2025-06-08,C0092,India,SKU-319,Yoga Mat,3,82.97
INV-0092-010,2025-10-04,C0092,USA,SKU-101,Yoga Mat,4,51.85
INV-0093-001,2025-02-15,C0093,India,SKU-653,Notebook Pack,2,82.55
INV-0093-002,2025-03-20,C0093,India,SKU-721,LED Bulb,2,89.59
INV-0093-003,2025-03-15,C0093,Germany,SKU-498,Wireless Mouse,5,44.25
INV-0093-004,2025-06-01,C0093,United Kingdom,SKU-443,Backpack,2,46.99
INV-0093-005,2024-12-26,C0093,USA,SKU-840,Cotton T-Shirt,2,135.86
INV-0093-006,2025-07-31,C0093,India,SKU-737,Water Bottle,3,40.77
INV-0093-007,2025-01-05,C0093,USA,SKU-103,Coffee Beans 500g,2,163.75
INV-0093-008,2025-07-24,C0093,United Kingdom,SKU-753,Desk Organizer,3,81.97
INV-0094-001,2024-07-25,C0094,United Kingdom,SKU-776,Cotton T-Shirt,4,10.22
INV-0094-002,2024-09-27,C0094,Germany,SKU-415,Cotton T-Shirt,1,42.77
INV-0094-003,2024-09-11,C0094,India,SKU-432,Backpack,2,44.51
INV-0094-004,2024-05-25,C0094,India,SKU-482,Phone Case,1,137.89
INV-0094-005,2024-05-26,C0094,USA,SKU-471,Phone Case,4,9.92
INV-0094-006,2025-01-15,C0094,India,SKU-268,Yoga Mat,3,19.18
INV-0094-007,2025-02-15,C0094,India,SKU-184,Coffee Beans 500g,1,72.23
INV-0095-001,2025-06-08,C0095,Germany,SKU-779,Desk Organizer,3,31.63
INV-0095-002,2025-04-15,C0095,United Kingdom,SKU-872,Phone Case,3,15.14
INV-0095-003,2025-05-10,C0095,United Kingdom,SKU-142,Yoga Mat,4,13.96
INV-0095-004,2025-07-16,C0095,India,SKU-860,Coffee Beans 500g,2,43.1
INV-0095-005,2025-03-17,C0095,India,SKU-101,Water Bottle,1,75.05
INV-0095-006,2025-11-10,C0095,Germany,SKU-524,Desk Organizer,4,31.77
INV-0095-007,2025-07-18,C0095,USA,SKU-870,Desk Organizer,4,21.82
INV-0095-008,2025-06-01,C0095,United Kingdom,SKU-122,Desk Organizer,4,16.12
INV-0095-009,2025-07-27,C0095,India,SKU-300,LED Bulb,2,54.01
INV-0095-010,2025-03-19,C0095,United Kingdom,SKU-441,Phone Case,4,26.62
INV-0096-001,2025-03-04,C0096,India,SKU-354,Cotton T-Shirt,4,4.08
INV-0096-002,2025-03-11,C0096,United Kingdom,SKU-437,Phone Case,4,3.27
INV-0097-001,2025-01-01,C0097,India,SKU-743,Yoga Mat,2,46.86
INV-0097-002,2025-07-17,C0097,India,SKU-902,Yoga Mat,1,125.66
INV-0097-003,2025-10-12,C0097,USA,SKU-867,Cotton T-Shirt,2,21.54
INV-0097-004,2025-05-07,C0097,Germany,SKU-764,Coffee Beans 500g,3,47.65
INV-0097-005,2025-08-26,C0097,Germany,SKU-253,Water Bottle,5,27.19
INV-0097-006,2025-07-29,C0097,India,SKU-508,Notebook Pack,1,156.59
INV-0097-007,2025-07-29,C0097,India,SKU-746,Cotton T-Shirt,2,50.16
INV-0097-008,2025-04-12,C0097,India,SKU-911,Yoga Mat,5,23.9
INV-0097-009,2025-01-24,C0097,India,SKU-366,Backpack,5,13.66
INV-0097-010,2025-11-01,C0097,India,SKU-478,Backpack,3,25.11
INV-0097-011,2025-04-13,C0097,United Kingdom,SKU-684,Phone Case,3,48.84
INV-0097-012,2025-09-16,C0097,USA,SKU-188,Phone Case,5,16.91
INV-0097-013,2025-02-17,C0097,India,SKU-821,Yoga Mat,5,20.5
INV-0098-001,2025-02-14,C0098,India,SKU-748,Backpack,3,5.67
INV-0098-002,2025-01-17,C0098,United Kingdom,SKU-524,Wireless Mouse,4,8.01
INV-0098-003,2025-08-23,C0098,India,SKU-726,Desk Organizer,3,14.73
INV-0099-001,2024-11-29,C0099,Germany,SKU-451,Notebook Pack,1,137.11
INV-0099-002,2025-04-04,C0099,India,SKU-891,LED Bulb,5,11.31
INV-0099-003,2025-02-08,C0099,India,SKU-521,Wireless Mouse,2,32.45
INV-0099-004,2025-04-01,C0099,India,SKU-672,Yoga Mat,5,10.16
INV-0099-005,2025-06-13,C0099,India,SKU-444,Water Bottle,2,52.48
INV-0099-006,2025-01-12,C0099,India,SKU-956,Coffee Beans 500g,5,37.96
INV-0100-001,2025-03-24,C0100,India,SKU-169,Phone Case,3,7.42
INV-0100-002,2025-01-15,C0100,India,SKU-552,Notebook Pack,5,7.33
INV-0100-003,2024-12-11,C0100,India,SKU-945,Wireless Mouse,1,19.42
INV-0100-004,2025-08-26,C0100,Germany,SKU-526,Yoga Mat,5,7.22
INV-0100-005,2024-11-04,C0100,United Kingdom,SKU-689,Cotton T-Shirt,4,8.62
INV-0100-006,2025-06-19,C0100,United Kingdom,SKU-312,Wireless Mouse,1,25.64
INV-0101-001,2024-07-17,C0101,India,SKU-228,Wireless Mouse,2,77.34
INV-0101-002,2024-11-04,C0101,India,SKU-900,Coffee Beans 500g,4,38.55
INV-0101-003,2024-12-22,C0101,USA,SKU-512,Backpack,3,33.95
INV-0101-004,2025-01-07,C0101,USA,SKU-179,LED Bulb,5,14.63
INV-0102-001,2024-10-25,C0102,India,SKU-131,LED Bulb,4,45.45
INV-0102-002,2024-10-07,C0102,India,SKU-699,Backpack,1,113.82
INV-0102-003,2024-12-21,C0102,India,SKU-664,Coffee Beans 500g,2,97.91
INV-0102-004,2024-11-03,C0102,USA,SKU-163,Phone Case,3,23.96
INV-0102-005,2025-04-26,C0102,India,SKU-463,Phone Case,4,48.04
INV-0102-006,2025-03-05,C0102,USA,SKU-163,Desk Organizer,2,88.99
INV-0102-007,2024-10-30,C0102,United Kingdom,SKU-949,Notebook Pack,1,177.52
INV-0102-008,2025-03-27,C0102,USA,SKU-205,LED Bulb,3,46.92
INV-0103-001,2025-04-07,C0103,India,SKU-764,Yoga Mat,1,96.89
INV-0103-002,2024-08-23,C0103,India,SKU-758,LED Bulb,1,287.62
INV-0103-003,2025-03-21,C0103,USA,SKU-958,Water Bottle,5,18.21
INV-0103-004,2024-07-31,C0103,USA,SKU-174,Backpack,1,130.35
INV-0103-005,2025-02-23,C0103,India,SKU-422,Notebook Pack,3,36.77
INV-0104-001,2025-09-30,C0104,India,SKU-962,Coffee Beans 500g,5,5.32
INV-0105-001,2025-02-28,C0105,India,SKU-869,Cotton T-Shirt,2,29.76
INV-0105-002,2025-01-08,C0105,USA,SKU-437,Desk Organizer,5,5.68
INV-0105-003,2025-09-06,C0105,Germany,SKU-859,Desk Organizer,3,14.49
INV-0106-001,2025-01-25,C0106,India,SKU-422,Coffee Beans 500g,3,114.53
INV-0106-002,2025-03-23,C0106,India,SKU-752,Cotton T-Shirt,5,26.77
INV-0106-003,2025-10-28,C0106,Germany,SKU-115,Desk Organizer,2,166.95
INV-0106-004,2025-06-22,C0106,India,SKU-271,Water Bottle,2,61.43
INV-0106-005,2025-01-31,C0106,India,SKU-640,Desk Organizer,4,51.23
INV-0106-006,2025-07-08,C0106,India,SKU-408,Yoga Mat,5,53.22
INV-0106-007,2025-06-02,C0106,India,SKU-588,Cotton T-Shirt,1,282.85
INV-0106-008,2025-06-09,C0106,Germany,SKU-661,Cotton T-Shirt,1,281.55
INV-0106-009,2025-02-24,C0106,USA,SKU-956,Phone Case,3,121.55
INV-0106-010,2025-11-30,C0106,USA,SKU-273,Yoga Mat,4,27.97
INV-0106-011,2025-05-02,C0106,India,SKU-359,Cotton T-Shirt,3,44.33
INV-0106-012,2025-10-05,C0106,India,SKU-499,Coffee Beans 500g,1,366.21
INV-0106-013,2025-10-06,C0106,India,SKU-436,Wireless Mouse,4,48.68
INV-0106-014,2025-04-26,C0106,India,SKU-838,Coffee Beans 500g,5,79.02
INV-0106-015,2025-08-03,C0106,India,SKU-777,Phone Case,4,81.04
INV-0106-016,2025-02-13,C0106,India,SKU-862,Notebook Pack,1,168.49
INV-0106-017,2025-08-14,C0106,India,SKU-642,Wireless Mouse,3,71.07
INV-0106-018,2025-12-04,C0106,India,SKU-898,LED Bulb,2,127.2
INV-0106-019,2025-12-05,C0106,Germany,SKU-945,Notebook Pack,4,91.04
INV-0106-020,2025-11-13,C0106,India,SKU-100,Notebook Pack,5,71.82
INV-0106-021,2025-04-12,C0106,India,SKU-491,Coffee Beans 500g,1,357.25
INV-0106-022,2025-02-14,C0106,United Kingdom,SKU-363,Notebook Pack,5,70.34
INV-0107-001,2025-07-19,C0107,India,SKU-850,Desk Organizer,3,66.61
INV-0107-002,2025-03-21,C0107,India,SKU-573,Coffee Beans 500g,2,123.03
INV-0107-003,2025-05-26,C0107,Germany,SKU-495,Yoga Mat,1,246.79
INV-0107-004,2025-05-26,C0107,United Kingdom,SKU-572,Cotton T-Shirt,3,61.85
INV-0107-005,2025-09-25,C0107,India,SKU-753,Phone Case,1,135.08
INV-0107-006,2025-01-09,C0107,USA,SKU-887,Water Bottle,2,88.33
INV-0107-007,2025-02-09,C0107,India,SKU-487,Desk Organizer,3,38.71
INV-0107-008,2025-02-27,C0107,India,SKU-468,LED Bulb,1,221.13
INV-0107-009,2025-04-10,C0107,USA,SKU-472,Phone Case,3,20.86
INV-0108-001,2025-03-16,C0108,Germany,SKU-369,Yoga Mat,4,40.87
INV-0108-002,2025-05-10,C0108,United Kingdom,SKU-697,Cotton T-Shirt,1,147.94
INV-0108-003,2024-08-08,C0108,United Kingdom,SKU-714,Coffee Beans 500g,4,27.33
INV-0108-004,2024-11-18,C0108,India,SKU-121,Backpack,1,112.59
INV-0108-005,2025-01-02,C0108,India,SKU-670,Backpack,4,14.31
INV-0108-006,2024-10-07,C0108,India,SKU-647,Notebook Pack,3,42.1
INV-0109-001,2024-12-26,C0109,Germany,SKU-530,Phone Case,2,81.64
INV-0109-002,2025-08-19,C0109,India,SKU-977,Yoga Mat,2,81.41
INV-0109-003,2025-02-02,C0109,India,SKU-741,Desk Organizer,4,31.55
INV-0109-004,2025-08-20,C0109,United Kingdom,SKU-841,Backpack,5,28.8
INV-0109-005,2025-01-11,C0109,United Kingdom,SKU-558,Cotton T-Shirt,2,114.32
INV-0109-006,2025-05-02,C0109,India,SKU-782,Desk Organizer,5,48.06
INV-0110-001,2025-04-28,C0110,USA,SKU-868,Phone Case,3,47.39
INV-0110-002,2025-08-20,C0110,Germany,SKU-583,Notebook Pack,1,98.29
INV-0110-003,2025-07-30,C0110,United Kingdom,SKU-606,Phone Case,2,88.09
INV-0110-004,2025-04-10,C0110,India,SKU-508,Backpack,5,26.88
